,TEMP,PH,CONDUCTIVITY,DO,BOD
6102,28,7.7576423028479145,1150,80,1
6103,29,6.847208712938183,800,100,9
6104,26,7.303424086552624,800,145,6
6105,28,8.376385425773703,950,135,9
6106,27,7.7228474150732245,540,65,1
6107,28,8.0976284713859,740,125,2
6108,30,8.07416570250756,630,75,1
6109,30,6.665083348237642,1140,110,9
6110,26,7.486051234443279,530,80,2
6111,26,7.129664386910879,900,145,5
6112,27,7.577876397530258,1000,85,5
6113,26,6.907364306013166,960,55,1
6114,30,7.19811630831666,1120,110,8
6115,29,6.963483719123095,800,140,7
6116,30,6.726895400527558,950,120,2
6117,28,7.500342045504403,1100,140,5
6118,28,7.425565528121746,910,65,9
6119,29,7.513897698779021,1380,145,7
6120,28,6.55153612801782,970,140,5
6121,26,7.39786101811638,520,70,7
6122,30,7.925762261029651,710,145,8
6123,30,7.011443065139016,1380,70,8
6124,27,7.127651513368863,1160,130,4
6125,29,8.359002114931863,1110,60,4
6126,27,8.00376910218097,1370,50,7
6127,30,6.706970228800168,1100,90,5
6128,30,7.425240864572591,1250,140,4
6129,27,8.434505362452537,1370,70,9
6130,26,6.6393040190511385,1210,65,9
6131,26,8.169589016672713,1250,140,2
6132,30,7.157106677984336,1220,70,2
6133,26,8.095213111208896,580,135,8
6134,29,6.885109698600837,1440,115,7
6135,27,7.360503099922378,590,55,9
6136,27,8.319011121776139,1230,105,2
6137,27,7.9213340249541275,670,135,6
6138,26,7.075160080123544,920,125,8
6139,30,8.417751951443108,710,100,2
6140,30,7.089399784982474,520,110,6
6141,30,6.740007879561357,1230,50,1
6142,28,7.184355999297846,850,70,7
6143,27,6.943834475172727,1250,105,4
6144,26,6.973135950332736,650,80,1
6145,27,7.182754132750897,1120,145,4
6146,29,8.089134290654057,700,110,5
6147,30,6.629228768959808,780,50,2
6148,27,8.302615604531667,530,140,5
6149,29,6.869387707697806,1090,80,9
6150,30,8.100845010497194,510,115,9
6151,26,7.191023508437102,1310,70,1
6152,28,7.496314922858838,730,80,9
6153,30,6.531290864069861,810,105,9
6154,28,7.473583779663915,710,95,5
6155,29,6.707206921309767,1070,120,4
6156,26,7.267095932840846,1000,55,6
6157,29,7.3909841353500445,1080,145,2
6158,30,7.520160499362283,1230,120,6
6159,29,7.793486514760017,1430,140,7
6160,29,8.255491909070157,1050,60,2
6161,30,7.400374071893692,1490,100,5
6162,30,6.709888758008091,1330,115,1
6163,29,7.046239590607871,1440,95,3
6164,27,6.683237647464662,520,80,7
6165,30,8.136601206694689,980,85,5
6166,27,7.8161249650493625,790,145,1
6167,28,6.595802033980821,1280,80,7
6168,26,7.548407064212157,980,50,8
6169,30,8.444891115998654,780,135,8
6170,27,7.5287669317374295,660,90,8
6171,30,7.74929753495439,650,90,2
6172,29,8.154307430252457,750,105,9
6173,26,8.078573966049122,1000,50,2
6174,30,7.939593355520693,830,120,7
6175,28,7.145619478421136,550,135,1
6176,26,8.395205025226982,710,55,9
6177,30,8.385206431438164,1090,140,2
6178,26,6.837366027144739,570,75,7
6179,30,7.430022260964636,890,90,9
6180,27,8.486216072722302,740,145,6
6181,29,7.801062073555149,1000,130,9
6182,26,7.323489198027237,620,85,3
6183,27,6.780736497072643,500,130,2
6184,26,7.229319348792959,640,140,9
6185,28,7.337488479289407,580,75,3
6186,27,6.900298935898352,980,55,7
6187,26,8.09314616103712,1370,130,6
6188,26,7.341562273853603,1180,55,8
6189,28,7.928493030132975,590,120,5
6190,28,7.1444263483309225,1290,50,5
6191,29,8.322962951076414,1230,80,1
6192,26,7.178091438391945,650,65,9
6193,27,7.942040742043028,820,135,6
6194,26,7.908103070541777,1250,90,8
6195,27,7.985003348624774,1190,130,3
6196,28,7.560211735058392,820,70,6
6197,28,6.592315527589908,1180,125,6
6198,30,6.932189409368171,1340,115,9
6199,27,8.094153364252623,1430,110,2
6200,28,6.617094736119425,650,100,8
6201,26,8.041304152193224,1040,105,9
6202,26,7.757458146878026,890,125,9
6203,26,7.015161196795045,1160,140,1
6204,29,7.738885348844838,590,140,6
6205,27,8.162294431299976,960,125,5
6206,28,7.2048089827870925,500,85,1
6207,29,7.178275593377239,520,110,2
6208,28,7.25913953553699,1470,50,5
6209,27,7.816858944066992,1290,130,1
6210,30,6.621251510789033,770,120,6
6211,26,7.224810681648007,1470,100,2
6212,28,7.864761625688023,890,120,3
6213,27,7.085758893735075,670,60,4
6214,29,8.451722730647077,570,90,4
6215,26,7.3635659573245515,1240,95,9
6216,26,7.02069492844767,520,135,1
6217,28,6.998864532450473,1140,55,2
6218,30,6.97103964102467,690,95,4
6219,29,7.9731277776351765,970,50,8
6220,27,7.767153377612064,890,120,5
6221,26,7.58811826523651,1420,70,5
6222,27,7.926493092432592,530,70,2
6223,28,8.014989588286433,1270,135,8
6224,30,6.509336497994505,1480,60,4
6225,26,7.676940503535906,950,75,6
6226,27,6.680649394351469,750,135,8
6227,26,6.8746772295353775,700,60,2
6228,26,6.962836299955062,1010,55,3
6229,30,7.181673934445131,820,120,9
6230,27,8.160320550068034,830,85,7
6231,27,7.160739875510693,1330,105,2
6232,30,8.247353000109616,1160,130,5
6233,28,7.431086831337854,1000,125,2
6234,26,7.5074399352339025,810,105,4
6235,30,7.826650299180045,1420,110,7
6236,30,8.047554352259523,1150,110,6
6237,27,6.952945556447456,960,65,8
6238,28,7.464854864293573,1450,85,3
6239,29,6.5299385830783265,1290,120,9
6240,27,6.911337818782415,1080,145,7
6241,30,7.992232301296322,610,60,5
6242,26,7.590041194400034,1070,110,3
6243,30,7.5652428919780235,840,135,1
6244,30,6.814418796949558,690,55,5
6245,29,6.893149394963936,680,50,1
6246,30,7.360182267342197,940,130,4
6247,27,6.982270654420778,1310,60,6
6248,27,8.367408311158087,1360,145,4
6249,28,7.394396679390638,770,95,9
6250,30,8.442955340286405,1420,50,9
6251,30,6.519395877416757,1310,115,3
6252,26,7.77197193393765,1270,85,6
6253,30,6.974251933990637,900,125,5
6254,27,7.999704375220055,780,95,6
6255,30,7.343138939007839,510,100,1
6256,27,7.169557400903968,1200,110,1
6257,29,7.7223302720726466,1180,105,9
6258,27,7.981330580136924,850,125,8
6259,27,7.433714973883514,530,80,8
6260,28,6.519999787246163,1190,100,9
6261,30,7.651505715143652,1100,65,4
6262,28,7.281949957479326,1150,145,4
6263,28,8.044366455094096,710,95,6
6264,27,7.151103058643263,800,55,2
6265,28,8.473931303972487,1400,140,3
6266,26,8.170342614382093,1230,110,8
6267,26,6.948143765822627,1230,135,1
6268,30,8.426104885247534,950,65,7
6269,28,7.799883020939954,830,100,8
6270,27,7.1805633706875955,620,70,5
6271,28,6.895433456755413,620,70,9
6272,26,7.2040800046421,530,135,5
6273,27,7.608698438086002,1030,125,8
6274,26,7.244223340552041,1140,65,8
6275,28,8.260497628156868,1440,55,2
6276,29,7.484808622937874,690,145,6
6277,26,6.527049680622912,1050,60,7
6278,29,7.2251193626517995,1240,135,5
6279,29,8.359982228406627,960,125,4
6280,29,7.881874367363677,760,50,2
6281,26,6.6183556482622485,1240,115,2
6282,27,8.178757395983006,900,120,4
6283,30,7.1345229067150795,790,70,3
6284,26,6.978459308888077,1260,110,9
6285,29,7.5861839841864676,1480,110,1
6286,30,7.716620904048607,1000,60,9
6287,26,8.062697358418529,750,70,7
6288,27,7.782014032265946,1070,145,4
6289,27,7.390459027651412,1010,130,1
6290,30,7.524891658448242,1370,140,8
6291,27,8.442169387780613,880,110,1
6292,29,8.007589918041187,630,115,5
6293,27,7.638150584913868,560,105,9
6294,29,7.265238339159591,1040,55,8
6295,30,6.950352091506744,1230,140,2
6296,26,6.927775006384842,1300,70,6
6297,26,7.7213840966831295,900,90,1
6298,29,7.356128530093628,1290,75,1
6299,29,7.780494132894199,1040,105,4
6300,28,7.041939071085967,1170,90,7
6301,26,8.3567995591103,970,140,5
6302,28,6.697557579091084,920,120,8
6303,28,7.130388307020483,770,90,2
6304,26,7.689341159469278,1240,80,4
6305,27,7.759864403863803,1300,55,5
6306,30,8.173223703753022,990,85,7
6307,30,6.894252738327975,760,50,9
6308,28,7.8570604678232705,920,50,5
6309,27,8.317822226613139,710,55,7
6310,27,8.176070067277589,1220,75,6
6311,27,6.874798797602471,1200,130,5
6312,29,7.3336246369042755,880,55,4
6313,30,7.894259484691157,710,115,7
6314,28,6.548832506688609,1470,145,9
6315,26,6.7371026987293385,940,145,4
6316,27,7.275248807779004,810,145,8
6317,26,8.351755030553692,680,100,6
6318,27,7.923602023531515,1140,105,6
6319,28,8.094459754196414,890,120,2
6320,27,7.768462641550493,1410,50,5
6321,26,6.788053800025745,1180,90,1
6322,30,8.425384036232693,560,80,1
6323,27,7.880934212232378,1170,130,6
6324,27,7.080261307906685,1160,145,9
6325,26,6.863915963519834,580,95,8
6326,29,8.448738548934372,1430,140,8
6327,30,8.385114584161517,550,70,9
6328,30,8.25059838808028,500,135,6
6329,26,7.246670299191264,540,115,5
6330,26,8.447112138948505,1370,85,6
6331,30,7.449417688004268,770,90,2
6332,27,7.346380149858087,1230,120,5
6333,29,8.379997782104875,1400,70,4
6334,26,7.520234696792627,1470,70,3
6335,29,8.402146874382819,620,105,6
6336,27,6.9897767619590985,640,50,1
6337,27,6.956902585000261,750,115,1
6338,26,7.257484231768162,1080,100,4
6339,27,7.089269311845282,980,140,2
6340,28,7.954535807534599,650,50,7
6341,27,8.04658053280154,1000,105,4
6342,27,7.541391100562334,890,55,9
6343,28,8.338050758481335,940,60,9
6344,30,6.54277110389997,680,100,2
6345,26,7.795641663985248,1050,95,1
6346,28,7.2944859140738565,1310,80,2
6347,27,7.0518064781582295,1440,60,2
6348,27,7.272639247220649,640,50,2
6349,29,6.557557856752476,1410,110,6
6350,27,7.845028497964244,1470,110,9
6351,28,6.852417825008148,540,125,6
6352,27,6.8132442679189555,670,115,2
6353,27,6.727003873594846,1210,70,8
6354,27,7.423545740950298,510,145,1
6355,26,6.831731545538188,560,115,4
6356,28,8.148788433314945,1370,135,1
6357,28,8.090002320959444,840,145,5
6358,26,6.915791994549665,550,140,5
6359,30,7.049730491400856,770,125,1
6360,28,8.282366945856161,1060,125,5
6361,28,7.870576731311969,1230,75,4
6362,28,7.3486758468756745,1240,140,7
6363,27,7.337603279116367,1370,90,7
6364,29,8.302869732514276,1210,140,7
6365,30,7.210864790827422,1130,55,4
6366,26,7.144209108181782,1250,115,4
6367,30,7.530236657371441,1270,90,5
6368,28,6.920800013834087,570,145,8
6369,30,7.725132256761148,840,145,6
6370,28,7.793623084816899,900,145,8
6371,28,6.560971679780444,740,110,4
6372,28,7.542069007411678,1270,140,6
6373,27,7.473311854363912,1110,60,2
6374,28,7.701161443368266,680,65,4
6375,27,7.279810263872563,1170,50,4
6376,30,7.619092714753776,730,95,1
6377,27,7.5729382227339785,940,115,6
6378,27,6.556119487528067,830,75,5
6379,26,6.503881811008862,590,120,1
6380,26,7.641379127962758,680,145,2
6381,30,7.702473938163539,1370,145,7
6382,30,7.275143699289071,550,140,3
6383,29,8.305836095836673,870,135,9
6384,29,8.478274876427077,600,60,4
6385,30,6.84049870002139,1480,115,2
6386,27,7.5430453763200305,1470,120,3
6387,29,7.263110988054089,1280,75,6
6388,28,8.320653806372281,910,65,3
6389,27,6.962963173316487,620,135,2
6390,30,6.91584522001909,830,125,2
6391,27,7.933540892787122,960,95,5
6392,30,7.644174132119804,950,80,7
6393,26,8.325903401526558,1130,95,2
6394,27,7.698659579596173,1470,60,6
6395,27,7.221731446558456,1410,80,8
6396,29,8.489794208037125,1220,105,2
6397,29,7.395572091855023,990,140,1
6398,26,6.74978307873259,1150,100,5
6399,28,6.7362093572699955,980,110,3
6400,28,8.2521144531696,970,70,7
6401,27,7.579412124191019,970,130,4
6402,30,6.819894495093207,830,65,2
6403,26,6.756278437598057,1320,75,8
6404,26,7.759484794971235,1440,85,7
6405,26,6.926999784565767,1240,70,1
6406,28,7.718649886535447,1490,105,8
6407,30,8.49601662667977,980,105,5
6408,26,6.905576194204646,820,105,8
6409,26,7.494068144985532,860,65,7
6410,27,7.555752358594789,560,80,1
6411,29,7.656059942459919,850,115,8
6412,30,7.183102923347186,1180,120,7
6413,29,6.552540567527976,610,65,7
6414,26,8.180296997717786,1280,80,1
6415,27,7.49212844561472,980,105,2
6416,28,7.764816104475344,810,75,8
6417,28,7.137139563996779,1170,95,2
6418,27,7.47683755344561,940,80,5
6419,26,7.2912420296804274,510,80,9
6420,27,7.24245498890699,910,105,1
6421,29,7.472884536644932,1390,105,9
6422,29,8.090782318773702,1120,55,7
6423,30,8.466854738642278,760,115,4
6424,28,7.087704570395856,1100,115,6
6425,27,7.348041055668564,1110,75,9
6426,27,7.426464032199079,620,80,6
6427,26,8.277427415802347,960,125,4
6428,29,7.089760695960925,910,115,1
6429,29,6.9456686497132,920,100,6
6430,30,7.543445464264978,640,105,7
6431,26,6.974208972134237,700,120,6
6432,30,6.603312019877654,1050,60,3
6433,27,8.096781410011868,1460,120,8
6434,26,7.8405412874333225,1030,140,7
6435,27,8.498580744212582,1100,95,7
6436,27,7.293535791829511,1280,85,6
6437,30,6.749927008101726,710,70,8
6438,26,7.642419171913161,1440,140,6
6439,29,8.279022413927448,1090,60,8
6440,27,7.334469203307218,1330,135,7
6441,29,7.604280352170004,1300,145,4
6442,27,6.781068638525056,1370,125,1
6443,27,7.982770731963906,1020,120,4
6444,27,6.532314457924719,1200,90,2
6445,26,7.759980307427041,510,75,1
6446,26,8.341850139886956,1150,100,7
6447,28,7.2743944864014,770,55,2
6448,30,8.43884403271795,870,130,9
6449,26,8.223272458182791,1040,65,8
6450,30,6.7574415847920495,630,95,9
6451,29,7.8108023626633925,770,80,3
6452,28,7.288572055355669,1310,135,7
6453,26,7.425353676553821,1100,75,1
6454,27,6.6209031682418775,1030,120,4
6455,26,7.824319996001495,1020,105,7
6456,27,7.758474919208975,1320,105,1
6457,26,7.403812975063609,710,75,6
6458,30,7.933701396661597,980,120,5
6459,28,7.72995755364068,1170,65,2
6460,29,8.49705049525532,880,130,8
6461,30,7.2139861181465434,1380,85,3
6462,26,7.08299516973846,820,100,8
6463,30,8.475142526869986,640,130,9
6464,29,6.928767759887348,1480,50,7
6465,26,7.748873009570627,1400,95,1
6466,28,7.809523022435068,550,100,9
6467,27,7.4297392338827795,1160,130,2
6468,27,7.074270214407774,850,130,1
6469,27,7.614597882229372,1210,110,7
6470,26,6.609025010164236,1240,115,9
6471,27,8.342919947551053,560,105,7
6472,30,7.735897895806406,1430,125,3
6473,27,6.534225639923346,1440,125,9
6474,27,6.649440670446618,1060,105,6
6475,28,7.141366653404127,1490,55,3
6476,29,6.8965328648775035,840,115,3
6477,29,7.379210620562665,700,100,2
6478,26,7.477201460279769,900,55,1
6479,30,7.663295072172529,520,100,6
6480,28,7.448679729790189,770,85,4
6481,29,6.580736778286394,1220,135,5
6482,27,8.451117810373862,1110,140,4
6483,26,8.06210269880103,990,135,9
6484,28,7.579438745579198,1310,50,1
6485,29,6.661145465473282,890,135,6
6486,28,6.620260593382099,610,115,4
6487,26,7.453077819322275,1000,115,3
6488,28,7.155947170171882,1020,70,1
6489,29,6.555351710961772,520,125,2
6490,29,7.297468022540795,590,145,9
6491,29,6.86077981001265,1120,55,8
6492,27,6.816411825442465,1280,100,3
6493,30,8.05762259733234,1180,125,1
6494,27,6.927871492864263,790,55,2
6495,29,6.707818961197662,900,125,9
6496,29,7.564836488412104,1060,140,8
6497,26,6.566354131027298,980,60,8
6498,29,6.941378522383154,1440,135,5
6499,27,7.719562824463088,670,75,5
6500,26,7.087596761244582,610,140,5
6501,29,7.437920266780049,990,100,3
6502,30,6.5770500438424415,700,110,3
6503,26,6.725202087414088,1280,115,1
6504,26,8.384345355761031,1240,65,1
6505,27,7.491766027662855,1330,70,8
6506,29,6.643475553360905,1140,145,1
6507,28,7.052518832446602,1130,105,8
6508,30,7.291159103665052,1440,95,6
6509,26,7.106032263643582,1490,90,4
6510,27,8.49872151350815,1460,110,9
6511,29,7.842262808037761,1330,65,3
6512,27,7.307438253558313,1470,70,5
6513,29,7.375047643830959,820,125,4
6514,29,6.754837499905442,1240,50,4
6515,27,6.548056389641262,1010,115,9
6516,26,7.161439391238715,1380,130,2
6517,28,8.246143490976376,600,140,4
6518,26,6.62453910473155,1320,125,5
6519,28,7.92125339828861,1400,115,8
6520,28,6.976260644662963,940,100,2
6521,28,8.006814768905667,690,115,9
6522,29,8.22963460301956,1480,60,6
6523,27,7.33351956174102,1280,80,8
6524,26,8.1779796195745,990,115,2
6525,28,7.27596921291459,1380,85,8
6526,30,6.6911566644011735,1060,75,7
6527,28,6.785489685046469,800,85,9
6528,29,8.225717292651531,1210,125,4
6529,29,6.615527436536153,1190,140,5
6530,26,8.445893252157514,530,90,1
6531,29,6.522791310435101,1440,90,9
6532,27,8.155495703801694,880,130,2
6533,29,8.332697361391,860,85,5
6534,30,7.170544094821839,520,60,1
6535,28,7.536027862600638,600,65,4
6536,29,7.503035991320237,840,135,7
6537,29,6.517349194240234,550,100,5
6538,29,7.455959520779539,610,130,7
6539,27,8.333144003418404,900,70,8
6540,30,8.4065999518561,580,145,7
6541,29,8.42329545359218,1330,120,9
6542,27,7.199327270238383,1020,135,3
6543,29,7.229802145633473,1080,120,3
6544,29,6.877747648165262,510,130,2
6545,28,8.436753210909304,1200,135,6
6546,26,8.007798400515762,1330,140,9
6547,27,7.837094975108191,590,110,2
6548,28,6.937124081227416,1350,115,2
6549,30,6.592066096604453,1150,120,7
6550,27,7.273447024129711,1260,115,8
6551,29,8.121781418190162,830,70,5
6552,30,7.093908590698739,860,125,6
6553,27,7.07230330673717,1340,115,6
6554,29,6.571003140239127,1290,125,1
6555,27,8.200123434748706,1270,90,7
6556,27,8.24108614560275,820,140,5
6557,27,8.20533960568341,1230,110,4
6558,30,7.571589078446427,1440,60,3
6559,27,8.161212549667638,560,100,8
6560,28,8.363382952059679,1170,130,1
6561,27,7.702234435730893,1150,80,6
6562,27,7.4812089022469435,1100,75,6
6563,29,7.866564050078823,580,90,6
6564,26,7.42848742411878,1280,115,3
6565,30,6.87228775673704,590,100,8
6566,26,7.375795999038143,850,55,5
6567,28,8.429582231156898,940,90,2
6568,28,8.278244154233969,740,65,4
6569,29,8.272708642438989,1340,125,9
6570,30,8.022275899703267,1440,110,4
6571,27,7.646785173895922,920,70,6
6572,28,7.5622508739032614,1070,95,7
6573,28,7.078980596299884,1020,125,7
6574,27,7.05584863659827,1010,120,2
6575,27,6.9944461752296805,930,50,3
6576,29,7.130732564315034,1170,60,1
6577,28,7.882245934886124,1330,100,5
6578,28,8.29511935141024,1160,130,5
6579,28,7.1530411663036695,1290,55,2
6580,30,7.453724684044229,1300,60,8
6581,26,6.739552397094197,520,145,9
6582,28,7.709335877773069,670,145,1
6583,30,7.356956109359936,640,145,8
6584,26,6.737288542658278,1370,115,7
6585,29,6.621138147502712,1360,140,6
6586,29,7.11665419164759,1460,140,6
6587,27,7.316679009306897,850,85,4
6588,30,7.562267128112609,1330,125,3
6589,30,7.961412498523827,1240,145,2
6590,29,7.512240881037286,960,145,3
6591,30,8.306389863046359,1240,80,3
6592,28,7.156235046284988,610,140,7
6593,30,8.357393098610569,1410,60,4
6594,26,6.56422913031297,820,85,2
6595,29,7.637291718514585,1310,90,7
6596,30,6.683559144829966,1020,90,5
6597,30,7.715097260723344,970,115,7
6598,28,6.937607538724807,1170,60,1
6599,29,8.488504839737917,1070,75,7
6600,27,6.725351930150396,1400,55,6
6601,27,7.501688855609631,760,105,4
6602,27,7.197975086668427,1160,50,2
6603,29,7.847797551912238,530,85,4
6604,26,6.705085047445334,1490,75,8
6605,30,8.190937324559734,800,145,2
